Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Nepal,Government,158,"Nepal related-local processes","Asia and Pacific",1762,"Agreement between the GoN and Samyukta Muslim Rastriya Sangharsha Samiti",2009-03-16,"Multiparty signed/agreed",1,3404,IntraLocal,Pre,PreMix,"On behalf of Samyukta Muslim Rastriya Sangharsha Samiti Talks Team
Sd.
Athar Hussein Faruki 
Coordinator of the Talks Team

Sd.
Taj  Mohammed  Miyan 
Coordinator, Kendriya Sangharsha Samiti (Central Struggle Committee)

On behalf of GoN  Talks Team
Sd.
Janardhan Sharma ‘Prabhakar’ 
Coordinator of the Talks Team and Minister for Peace and Reconstruction
",,,NPL,,790,,269,,,931,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nepal,Government,158,"Nepal related-local processes","Asia and Pacific",1761,"Agreement between the GoN and the Adivasi Tharu Community agitating in the Terai and Nepal Adivasi Janajati Mahsangha",2009-03-14,"Multiparty signed/agreed",2,4135,IntraLocal,SubPar,MultIss,"Sd.
Laxman Tharu
Talks Team Coordinator 
Tharuhat Samyukta Sangharsha Samiti and Adivasi Sangha

Sd.	
Baburam Chaudhary 
Talks Team Coordinator
Nepal Loktantrik Tharu Sangha

Sd.
Rajkumar Lekhi
Talks Team Coordinator 
General Secretary
Tharu Kalyankari Sabha

Sd.
Pasang Sherpa 
Chairperson
Nepal Adivasi Janajati Mahasangha 

Sd.
Janardhan Sharma 
‘Prabhakar’
Talks Team Coordinator 
Minister
Ministry of Peace and Reconstruction Government of Nepal

Sd.
Indrajeet Tharu
Talks Team Coordinator 
General Secretary
Tharu Rastriya Mukti Morcha Nepal

",,,NPL,,790,,269,,,931,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,1
Nepal,Government,158,"Nepal related-local processes","Asia and Pacific",1759,"Agreement between the GoN and Kirant Janawadi Workers Party",2009-01-18,"Multiparty signed/agreed",1,1772,IntraLocal,Cea,CeaMix,"On behalf of Kirant Janawadi Workers Party Sd. 
Anant Kranti
Coordinator

On behalf of GoN Talks Team 
Sd. 
Janardhan Sharma ‘Prabhakar’ 
Coordinator
",,,NPL,,790,,269,,,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Nepal,Government/territory,158,"Nepal related-local processes","Asia and Pacific",1750,"Agreement between the Government Talks Team comprising the Seven political Parties and Sanghiya Ganatantrik Rastriya Morcha, Nepal",2008-03-02,"Multiparty signed/agreed",2,10052,IntraLocal,SubPar,MultIss,"On behalf of Sanghiya Ganatantrik Rastriya Morcha, Nepal
Sd.
(Mr D.K. Buddhist)
Chairperson,
Sanghiya Ganatantrik Rastriya  Morcha, Nepal

Sd.
(Mr Kumar Lingden ‘Mirak’)
Chairperson, 
Sanghiya Limbuwan Rajya Parishad	

Sd.
(Mr Laxman Tharu)
Chairperson,
 Samyukta Tharu Rastriya Morcha-Nepal

Sd.
(Mr Bisendra Paswan)
Chairperson, 
Dalit Janajati Party

Sd.
(Mr Singman Tamang)
Vice-chairman, 
Tamangsaling Swayatta Rajya Parishad

Talks Team comprising seven parties
Sd.
(Mr Ram Chandra Poudel)
Coordinator

Sd.
(Mr Shanker Pokharel) 
Member

Sd.
(Mr Dev Prasad Gurung)
Member

Sd. 
(Mr Ghanashyam Sharma Poudel)
Member

Sd.
(Mr Sunil Prajapati)
Member

Sd.
(Mr Keshav Nepal) 
Member


",,,NPL,,790,,269,,,931,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,1
Nepal,Government,158,"Nepal related-local processes","Asia and Pacific",1744,"Agreement between the GoN and Nepal Adivasi Janajati Mahasangha and Adivasi Janajati Samyukta Sangharsha Samiti",2007-08-07,"Multiparty signed/agreed",3,7166,IntraLocal,SubPar,MultIss,"Sd. 
Dr. Om Gurung 
Coordinator
Nepal Adivasi Janajati Mahasangha	

Sd. 
Ram Chandra Poudel 
Coordinator
GoN Talks Team
 
Sd.
KB Gurung
Coordinator
Adivasi Janajati Samyukta Sangharsha Samiti
",,,NPL,,790,,269,,,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,1,0,2,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1
Nepal,Government/territory,158,"Nepal related-local processes","Asia and Pacific",1745,"Agreement between the GoN and Madheshi Janadhikar Forum, Nepal",2007-07-30,"Multiparty signed/agreed",3,7981,IntraLocal,SubPar,MultIss,"Sd. Upendra Yadav
 Coordinator 
Madheshi Janadhikar Forum, 

Sd. Ram Chandra Poudel
 Coordinator 
GoN Talks Team 
 
Sd.
Upendra Yadav 
Coordinator
Madheshi Janadhikar Forum, Nepal 

",,,NPL,,790,,269,,,931,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,1,1,1,0,3,1,0,1,0,2,0,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,1,1
Nepal,Government,81,"Nepal peace process","Asia and Pacific",1322,"Nepal Interim Constitution",2007-01-15,"Multiparty signed/agreed",174,251474,Intra,SubComp,FrCons,"Krishna Bahadur Mahara, Coordinator, Negotiating team, CPN (Maoist)
Krishna Prasad Sitoula, Coordinator, Negotiating team, Government of Nepal

","Witnessed by Ian Martin, Personal Representative of the Secretary-General United Nations
","Page 23, Part 4 Obligations, Directive Principles and Policies of the State, 35. Policies of the State:...(21)	The State shall pursue the foreign policy of Nepal based on the principles of the Charter of the United Nations, non-alignment, the principles of Panchsheel, international law and the norms of world peace.

Page 109, Part 20 Provisions relating to army, 147. Management and monitoring: Other provisions on the management and monitoring  of  the  arms  and  armies  shall  be  as  mentioned   in  the Comprehensive Peace Accord and the Agreement on Monitoring of the Management of Arms and Armies concluded between the Government of Nepal and CPN (Maoist) on 5 Mangsir 2063 (21 November 2006) and 22 Mangsir 2063 (8 December 2006), respectively.

Page 123, Part 25 Short Title, Commencement and Repeal, 166. Short title and commencement: (3)	The Comprehensive Peace Accord and the Agreement on Monitoring of the Management of Arms and Armies concluded between the Government of Nepal and CPN (Maoist) on 5 Mangsir 2063 (21 November 2006) and 22 Mangsir 2063 (8 December 2006), respectively, are in Schedule-4.

Page 129, Schedule-3 (Relating to clause (2) of Article 166): After the commencement of the management and monitoring of arms pursuant to the Comprehensive Peace Accord and the agreement on Monitoring of the Management of Arms and Armies concluded between the Government of Nepal and CPN (Maoists) on 5 Mangsir 2063 (21 November 2006) and 22 Mangsir 2063 (8 December 2006), respectively, this Constitution shall be promulgated by the House of Representatives and ratified by the Interim Legislature-Parliament
",NPL,,790,,269,,,931,3,0,1,1,0,3,0,1,1,0,3,0,1,1,0,0,0,0,0,0,3,1,1,1,0,3,0,1,1,0,3,0,1,1,0,3,1,1,0,0,2,0,1,0,3,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,2,0,0,1,0,3,3,2,2,0,1,1,0,1,3,1,0,1,1,1,1,0,0,1,3,1,1,0,0,0,0,0,0,2,0,0,1,0,1,3,3,3,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3,0,1,0,0,3,0,1,1,0,1,1,1,1,1,1,0,0,3,1,0,0,1,1,0,3,2,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,2,2,2,0,1,0,1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,1,2,0,1,2,1,0,0,0,1,1
Nepal,Government,81,"Nepal peace process","Asia and Pacific",333,"Comprehensive Agreement concluded between the Government of Nepal and the Communist Party of Nepal (Maoist)",2006-11-21,"Multiparty signed/agreed",13,30327,Intra,SubComp,FrAg,"Prachanda, President, Communist Party of Nepal (Maoist)	
Girija Prasad Koirala, Prime Minister, Government of Nepal
Signed on November 21, 2006
",,"Page 1, preamble: Reaffirming the full commitment towards the twelve-point agreement reached between the seven political parties and the CPN (Maoist); the eight-point understanding; the twenty- five point code of conduct agreed between Nepal Government and the CPN (Maoist); the decision made in the meeting held between senior leaders of the seven political parties and the CPN (Maoist) held on Nov. 8, 2006, as well as all agreements, understandings, code of conducts reached between Nepal Government and CPN (Maoist); and correspondence of similar intent sent to the United Nations,

Page 3, 3, Political - Economic - Social Transformation and Conflict Management, 3.1: To ensure progressive political, economic and social transformation on the basis of the decisions reached at the meeting of senior leaders of seven political parties and the CPN (Maoist) on Nov. 8, 2006 (Addendum-6).

Page 4, 4, Management of Army and Armament: To carry out the following tasks in accordance with the 12-point understanding, eight-point agreement, 25-point code of conduct, the five point letter sent to the United Nations and the decisions of the meeting of senior leaders held on November 8 taken in the past in order to hold the constituent assembly elections in a peaceful, fair and fear-less environment and to carry out democratization and restructuring of the army.
 
Page 5, 4, Management of Army and Armament, Concerning the Maoist Army, 4.1: As per the commitment expressed in the letter sent on behalf of the Nepal Government and the CPN (Maoist) to the United Nations on August 9, 2006, the Maoists' Army combatants to remain within the following temporary cantonments in the following places. The UN to verify and monitor them.

Page 8, 6, End of War, 6.1: Giving permanent form to the ongoing ceasefire between the government and the Maoists on the basis of the historic agreement reached between the seven political parties and the CPN (Maoist) on November 8, 2006, we declare that the armed war going on since 1995 has ended.

Page 9, 6, End of War, 6.2: The decisions taken by the meeting of senior leaders of the seven political parties and the CPN (Maoist) on November 8, 2006 will be the main policy basis for long term peace.

Page 12, 8, Dispute Settlement and Implementation Mechanism, 8.4: Both parties express commitment to the fact that the interim Council of Ministers can constitute and determine the working procedures of the National Peace and Rehabilitation Commission, the Truth and Reconciliation Commission, the High- level State Restructuring Recommendation Commission and other mechanisms as necessary to implement this agreement, the Interim Constitution and all the decisions, agreements and understandings reached between the seven parties, the Nepal Government and the CPN (Maoist).

Page 12, 9, Implementation and Follow-up, 9.2: Both parties agree to the monitoring of the management of arms and the armies by the United Nations Mission in Nepal as mentioned in the five-point letter send to the UN earlier and in the present agreement.

Page 12, 10, Miscellaneous, 10.1: Both parties agree not to operate parallel or other forms of mechanism in any areas of the state or state machinery as per the spirit of the decisions of November 8 and the essence of the peace agreement.
",NPL,,790,,269,1337,29,931,2,0,0,1,0,2,1,1,0,0,2,0,1,0,0,2,0,1,0,0,2,1,1,0,0,3,0,1,1,0,2,0,1,0,0,2,0,1,0,0,3,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,2,0,1,1,0,2,0,1,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,3,1,0,2,2,3,0,1,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,2,2,0,2,2,0,0,0,2,0,0,0,1,1,1
Nepal,Government,81,"Nepal peace process","Asia and Pacific",87,"Decisions of the Seven Party Alliance (SPA) - Maoist Summit Meeting",2006-11-08,"Multiparty signed/agreed",7,17620,Intra,SubPar,MultIss,"Signatories:

Prachanda, Chairman, CPN (Maoist) 	
Girija Prasad Koirala, Prime Minister and President, Nepali Congress
Madhav Kumar Nepal, Secretary General, CPN (UML)
Sher Bahadur Deuba, President, Nepali Congress (Democratic)
Amik Sherchan, Deputy Prime Minister and Chairman, People’s Front Nepal
Bharat Bimal Yadav, Vice President, NSP (Anandi Devi)
Narayan Man Bijukchhe, President, NWPP
C.P. Mainali, Chairman, United Left Front

November 8, 2006

Note of dissent of the CPN (UML)

While agreeing to the implementation of the above as agreed by all other parties, our party records the following dissenting views:

1.	The CPN (UML) holds a dissenting view that the issue of whether or not to retain the institution of monarchy should be decided by a referendum held simultaneously with the election to the Constituent Assembly.
2.	The CPN (UML) holds a dissenting view that the most democratic method to elect the Constituent Assembly is the proportional system of election.

(Signed)

Madhav Kumar Nepal
Secretary General, CPN (UML)",,"Page 1, Untitled preamble:...Reaffirming full commitments to the 12-point understanding and the 8-point agreement concluded between the Seven Political Parties and the Maoists and the 25-point code of conduct along with all other agreements, understandings, codes of conduct concluded between the Government of Nepal and CPN-Maoists and the letters of similar spirit sent to the United Nations by the Government of Nepal and the Maoists;...

Page 1, II, Relating to the management of Army and Arms: The following shall be done in order for holding the election to the Constituent Assembly in a peaceful, fair and fearless environment and for the democratisation and restructuring of the Nepali Army in line with the spirit of the 12-point understanding, 8-point agreement, 25- point code of conduct and the 5-point letters sent to the United Nations:


Page 2, II, Relating to the management of Army and Arms, Relating to the Maoist army, 1: As per the commitments expressed in the letters sent to the United Nations by the Government of Nepal and the Maoists on August 9, 2006, the combatants of the Maoist army shall be confined to the following temporary cantonments. The United Nations shall verify and monitor them.",NPL,,790,,269,1436,,931,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,0,2,0,1,0,0,2,1,1,0,0,3,0,1,0,3,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,1,0,3,2,1,1,0,1,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,2,0,2,0,1,0,1,2,0,0,0,1,0,1
Nepal,Government,81,"Nepal peace process","Asia and Pacific",1327,"Local Peace Council and its Procedure-2006",2006-09-01,"Unilateral document",3,7949,Intra,SubPar,Iss,"Unsigned. Presumed to be agreed between the Government of Nepal and the CPN (Maoists)",,"Page 1, Untitled Preamble: Whereas, the epoch-making peoples’ movement 2006 and the Proclamation of the House of  Representatives  adopted  on  May  18,  2006  have reinstated the fact that the source of the entire state is the Nepali people and the sovereignty and state powers of Nepal is inherent only in Nepali people;
Whereas, it is expedient to strengthen the peace process to establish a sustainable peace in the country by bringing into practice the spirit and ideals of the 12-points Agreement concluded between the political parties and the CPN (Maoists) in the past and the subsequent 25-points Ceasefire Code of Conduct on May 26, 2006, and also 8 points Agreement;

Page 2, 4, Functions, Duties and Powers of the Council, 4.8: To monitor implementation aspects of the 25-points Code of Conduct for Ceasefire reached between the Government of Nepal and the CPN (Maoists) at local level. To make resolution at the local level of the problems those are seen during the monitoring. To bring the problems of grave nature to the knowledge of the Peace Committee seen in the course of monitoring.

",NPL,,790,,269,,,931,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1
Nigeria,Inter-group,152,"Nigeria - local agreements","Africa (excl MENA)",1911,"Agreement Reached this Day 7th of January, 2017 Between Agatu People of Benue State and Fulani Herdsmen of Nasarawa State of Nigeria",2017-01-06,"Multiparty signed/agreed",2,1925,IntraLocal,SubComp,FrAg,"Agatu People of Benue State 
Fulani Herdsmen of Nasartawa State",,,NGA,,475,,,NA,NA,NA,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
